Latitude,Longitude,Price_INR,Locality,SuperBuiltUpArea_sqft
13.057076,80.337584,23920000,Anna Nagar,2746
18.561848,73.860186,16320000,Hinjawadi,1690
12.953267,77.635453,14800000,Sarjapur Road,1752
19.237453,72.870709,19660000,Navi Mumbai-Kharghar,1324
28.41167,77.160351,3320000,Ghaziabad-Indirapuram,453
28.401265,76.999713,12400000,Dwarka,1393
19.21861,72.781003,36800000,Vile Parle,1911
18.98121,72.932971,31700000,Bandra West,1833
22.587045,88.40477,12670000,Behala,1679
18.564193,73.876338,9450000,Kothrud,1006
12.800641,77.55927,15340000,Yelahanka,1755
19.2947,72.924728,22620000,Andheri West,1510
28.570444,77.040391,8920000,Noida-Sector 62,1064
13.064263,80.17404,36060000,Anna Nagar,3675
13.024825,77.574173,3650000,HSR Layout,502
17.417128,78.573392,17130000,Manikonda,2031
28.486734,77.313965,21580000,Ghaziabad-Indirapuram,2607
13.056576,80.25746,14940000,Anna Nagar,1884
18.517278,73.845855,32680000,Aundh,3718
13.051618,77.783511,15820000,Whitefield,1843
18.482921,73.86549,5330000,Viman Nagar,693
22.461822,88.446847,11510000,New Town,1299
18.488981,73.83221,12650000,Wakad,1351
28.444738,77.03464,7270000,Faridabad-Sector 21,747
18.563894,73.871498,15370000,Baner,1769
18.647766,73.852475,12910000,Kharadi,1750
13.096795,80.214864,4230000,OMR,524
18.953353,72.772043,33910000,Powai,1899
19.038335,72.823241,10150000,Vile Parle,663
22.513969,88.487702,19350000,New Town,2761
13.05474,77.632418,14760000,Whitefield,1826
28.45173,76.913224,28250000,Gurugram-DLF Phase 3,2575
13.123526,80.223889,26310000,Sholinganallur,2769
23.111755,72.40689,25370000,Maninagar,3860
22.526178,88.339229,9720000,Tollygunge,1306
18.623509,73.753546,10890000,Hinjawadi,1523
28.630934,76.93691,21380000,Ghaziabad-Indirapuram,2302
18.584891,73.75958,18760000,Aundh,1895
19.130491,72.940436,42320000,Thane West,2526
19.184937,72.817063,24740000,Vile Parle,1665
28.694497,76.95845,6320000,Ghaziabad-Indirapuram,794
23.047279,72.518223,14020000,Prahlad Nagar,2363
22.509911,88.429411,14880000,Salt Lake,1807
12.876308,77.571893,16310000,Sarjapur Road,1658
28.604697,77.283407,37420000,Noida-Sector 62,3966
17.327693,78.4336,15690000,Madhapur,2119
22.568545,88.442845,3720000,New Town,486
18.648165,73.85526,7770000,Kharadi,979
13.156159,80.255431,16120000,Velachery,1585
18.613765,73.938393,15510000,Hinjawadi,1600
18.979453,72.845902,37300000,Vile Parle,2286
28.581836,76.998307,10790000,Noida-Sector 76,1184
13.135716,77.542381,18640000,Sarjapur Road,1821
28.397375,77.328208,11860000,Noida-Sector 62,1199
13.09594,77.59417,9370000,Sarjapur Road,1100
17.405038,78.40369,15790000,Jubilee Hills,2768
18.537476,73.793385,18560000,Wakad,2059
13.043833,80.150504,21640000,Adyar,2441
19.260081,72.776168,28920000,Powai,1668
22.498939,88.381213,8890000,Tollygunge,1198
17.322599,78.431128,15310000,Gachibowli,2028
17.432241,78.531124,8610000,Banjara Hills,1060
19.283699,72.932206,73030000,Vile Parle,5124
17.356397,78.449451,10220000,Jubilee Hills,1570
28.641094,77.200135,16410000,Faridabad-Sector 21,1988
13.085863,77.684541,70900000,HSR Layout,6647
18.539765,73.933178,12310000,Wakad,1408
18.516067,73.830868,18260000,Kothrud,2256
18.557549,73.923743,9350000,Baner,1236
28.775287,77.146239,37420000,Ghaziabad-Indirapuram,3747
13.167002,80.249284,22910000,Porur,2047
18.480535,73.906934,41170000,Kharadi,5284
17.373327,78.479596,18560000,Banjara Hills,2229
22.488589,88.347295,9220000,Salt Lake,1455
13.079921,77.533521,20230000,Sarjapur Road,2242
23.078339,72.659123,10070000,Vastrapur,2188
12.95386,77.476027,17780000,Yelahanka,1607
19.250735,72.772671,39170000,Mulund,2550
22.504247,88.4377,10400000,Behala,1376
13.088374,80.217588,4600000,Anna Nagar,579
28.616368,77.354149,31940000,Gurugram-Sector 56,2565
22.923445,72.527971,12330000,Bodakdev,2257
22.93829,72.420226,9870000,Thaltej,1753
18.996567,72.766262,15760000,Powai,999
19.263281,72.770246,42840000,Bandra West,3599
12.873799,77.65474,22060000,Sarjapur Road,2569
12.844136,77.529852,8170000,Marathahalli,1017
17.270282,78.332013,17860000,Madhapur,2242
17.254577,78.396262,11150000,Kukatpally,1605
23.006542,72.488436,5940000,Bopal,1166
23.091943,72.683507,15420000,Maninagar,2268
18.64978,73.898823,5040000,Wakad,649
12.827453,77.755594,50860000,Banashankari,4331
17.424289,78.342591,15310000,Gachibowli,1650
13.021184,77.689317,21470000,Koramangala,2366
28.751282,77.008008,16420000,Dwarka,2096
13.169112,80.196926,31770000,Anna Nagar,2478
18.539273,73.838308,27560000,Baner,3678
17.488951,78.520106,18590000,Madhapur,2693
17.327501,78.571936,8640000,Gachibowli,1075
28.773378,77.233194,13740000,Dwarka,1545
23.117667,72.54011,12270000,Thaltej,2702
22.554777,88.339335,2680000,Salt Lake,444
12.946707,80.24243,21340000,Porur,2437
22.96033,72.588342,9580000,Maninagar,2393
18.627011,73.89676,8630000,Viman Nagar,1070
13.153003,80.340878,8770000,OMR,1034
18.484361,73.781297,9230000,Hinjawadi,1031
28.316272,77.0817,12780000,Ghaziabad-Indirapuram,1506
18.967656,72.811923,39450000,Andheri West,2016
17.471405,78.414425,21310000,Gachibowli,2719
12.987994,80.200957,12460000,Sholinganallur,1509
23.107928,72.537146,4400000,Bodakdev,887
22.568374,88.330209,12710000,Behala,1747
23.088835,72.639279,11600000,Prahlad Nagar,2696
19.062348,72.91104,51360000,Bandra West,3218
18.557163,73.790018,50310000,Wakad,5402
28.441327,77.430147,39610000,Dwarka,4755
22.646677,88.424472,11170000,Jadavpur,1579
23.042936,72.675212,12380000,Vastrapur,2555
23.00767,72.462269,5530000,Maninagar,1135
19.225175,72.8883,31260000,Powai,2202
17.310761,78.45104,13240000,Gachibowli,1500
18.579783,73.763604,24660000,Kharadi,2585
13.191922,80.173888,35250000,Sholinganallur,3863
12.935053,80.272892,13380000,OMR,1422
19.122839,72.884184,36710000,Goregaon East,2107
17.49973,78.473887,18490000,Banjara Hills,2435
19.254034,72.923858,16180000,Andheri West,951
13.159359,80.312753,30840000,Porur,2579
17.460336,78.563165,19480000,Madhapur,2369
12.96837,80.293512,7820000,Adyar,816
17.385205,78.569367,5100000,Manikonda,669
19.040111,72.773395,10790000,Navi Mumbai-Kharghar,679
28.376094,77.483274,28670000,Gurugram-Sector 56,2580
22.641556,88.399206,16910000,Salt Lake,2461
18.632896,73.840475,17490000,Kothrud,1764
22.509752,88.399021,9890000,New Town,1464
12.997551,80.270518,5120000,Sholinganallur,759
22.53894,88.364099,24950000,Jadavpur,3573
22.998053,72.511612,3660000,Vastrapur,684
12.907028,80.233633,28160000,T Nagar,3162
17.266375,78.43004,5530000,Madhapur,726
28.569579,77.443794,16730000,Gurugram-Sector 56,2240
13.033823,80.296375,25870000,Sholinganallur,2722
12.933423,77.653075,10070000,HSR Layout,1225
12.982923,77.762389,25690000,Banashankari,3001
17.54954,78.310045,18810000,Madhapur,1870
17.38292,78.525574,22540000,Kondapur,3146
22.499684,88.481132,10000000,Tollygunge,1216
28.660216,76.926579,16930000,Gurugram-DLF Phase 3,1899
18.466539,73.831754,11770000,Kothrud,1315
13.041603,77.74723,27730000,Indiranagar,2514
18.98388,72.761376,25550000,Mulund,1600
22.903117,72.512981,22540000,Vastrapur,4295
12.908804,80.280031,17420000,T Nagar,2132
18.51589,73.904272,3530000,Baner,434
13.135965,80.153392,32960000,T Nagar,3485
18.977987,72.880469,15440000,Thane West,1163
13.039819,77.759755,12460000,Indiranagar,1326
17.420119,78.504082,30600000,Banjara Hills,3233
12.878802,77.539486,11890000,Sarjapur Road,1557
23.142259,72.435995,8940000,Bodakdev,1940
13.18371,80.345816,18900000,Sholinganallur,2021
18.534945,73.933478,30870000,Kharadi,3555
17.448223,78.324078,10190000,Jubilee Hills,1439
23.138056,72.440985,13920000,Bodakdev,2557
19.151457,72.902942,14050000,Bandra West,863
19.116507,72.912371,15380000,Mulund,908
12.840756,77.69214,18990000,Whitefield,1808
28.310529,77.168999,28120000,Gurugram-DLF Phase 3,2759
22.64906,88.338556,22250000,Jadavpur,3131
18.556758,73.868491,32740000,Baner,3087
17.269681,78.361568,28410000,Kondapur,3872
12.90018,77.594347,7980000,HSR Layout,876
12.993273,80.332774,19830000,Sholinganallur,2383
13.13794,77.727475,11150000,Whitefield,1134
12.93898,80.24042,26700000,Adyar,2488
23.013222,72.614343,7480000,Vastrapur,1597
28.706006,77.003835,14740000,Noida-Sector 76,1553
13.124465,80.150637,11900000,Sholinganallur,1614
18.96581,72.808374,44900000,Andheri West,2219
18.590841,73.920989,23770000,Hinjawadi,2762
17.54809,78.513894,10250000,Kondapur,1374
13.081862,80.310908,19590000,Velachery,2043
22.585018,88.377376,32000000,Tollygunge,3565
12.996252,77.47231,25260000,Indiranagar,2435
12.964392,77.460291,9650000,Indiranagar,837
18.608224,73.773876,31190000,Kothrud,3644
22.590126,88.472807,10590000,Tollygunge,1424
19.154906,72.815411,24440000,Mulund,1450
28.306945,76.946688,17220000,Dwarka,1733
18.969154,72.947133,57000000,Mulund,3220
19.009284,72.767642,26050000,Bandra West,1605
17.331861,78.392813,17010000,Banjara Hills,1915
13.119341,80.27649,6660000,Porur,856
19.288437,72.850917,10870000,Bandra West,770
28.747979,77.44732,14010000,Ghaziabad-Indirapuram,1519
13.108314,80.193975,30210000,Adyar,3154
22.937092,72.657198,7660000,Bopal,1769
23.055163,72.683206,6710000,Thaltej,1170
22.950581,72.457738,7290000,Bodakdev,1568
23.107233,72.539328,18530000,Thaltej,2653
18.508165,73.927274,4390000,Baner,564
19.041175,72.879296,91370000,Vile Parle,5324
28.794035,77.389791,14430000,Gurugram-DLF Phase 3,1555
28.543621,77.076876,29690000,Gurugram-Sector 56,2555
17.363288,78.431423,19820000,Madhapur,2477
19.090666,72.76443,25160000,Thane West,1749
22.949127,72.581994,8370000,Maninagar,1662
23.042043,72.598137,7490000,Bopal,1383
23.064255,72.408639,8530000,Bopal,1456
28.495794,76.967709,11210000,Noida-Sector 76,1261
13.082813,80.30425,38280000,T Nagar,4777
28.729141,77.460995,19040000,Faridabad-Sector 21,2119
12.864347,77.768961,11200000,Indiranagar,1238
22.925985,72.608369,6500000,Maninagar,1118
23.032856,72.49999,11630000,Bodakdev,2430
18.595534,73.819409,21060000,Hinjawadi,2627
18.507566,73.751211,10910000,Viman Nagar,1184
13.033707,77.611093,17550000,Marathahalli,1933
28.452883,77.187977,16370000,Noida-Sector 76,1693
18.648566,73.753968,18290000,Baner,2174
18.48421,73.797189,9640000,Baner,1347
18.938128,72.776141,33190000,Thane West,1881
12.940561,80.222758,12670000,Porur,1595
22.58804,88.414831,17360000,Tollygunge,2040
13.058385,77.50467,28170000,Indiranagar,2431
13.1089,80.204959,15400000,Anna Nagar,1851
28.33443,77.347532,17810000,Noida-Sector 76,1729
12.943364,80.286327,27790000,Sholinganallur,2734
22.588828,88.422722,26740000,New Town,3448
28.649657,77.011099,10760000,Faridabad-Sector 21,1075
19.237777,72.922904,20670000,Navi Mumbai-Kharghar,1192
12.812391,77.520133,3540000,Whitefield,452
28.423729,77.44621,29900000,Gurugram-DLF Phase 3,2722
18.954083,72.949909,30520000,Navi Mumbai-Kharghar,1627
22.91415,72.47947,7990000,Bodakdev,1681
22.544826,88.43706,10220000,Jadavpur,1483
12.865412,77.452414,13990000,Indiranagar,1801
23.052789,72.551521,11250000,Bopal,2338
18.628847,73.859741,3370000,Aundh,506
19.124771,72.884367,42140000,Vile Parle,2318
12.946097,77.760795,22780000,Koramangala,2450
22.635625,88.362326,11560000,Tollygunge,1648
23.091706,72.530636,12800000,Vastrapur,2215
22.544396,88.373445,26500000,Behala,3888
18.612548,73.831003,7720000,Kharadi,1035
22.967142,72.594454,2750000,Vastrapur,631
13.032268,80.166852,28870000,Adyar,2823
23.111737,72.488621,5390000,Prahlad Nagar,1073
19.163612,72.89438,18920000,Andheri West,1213
18.916979,72.808297,51240000,Andheri West,3058
17.407908,78.339863,15420000,Manikonda,1911
23.003936,72.419317,18490000,Thaltej,3134
13.171478,80.285372,11900000,Sholinganallur,1490
22.94521,72.466826,18520000,Satellite,3291
28.772433,77.337133,16170000,Ghaziabad-Indirapuram,1613
18.462138,73.873058,5020000,Kharadi,634
23.109724,72.521097,17780000,Prahlad Nagar,3059
28.532221,77.484193,21670000,Gurugram-Sector 56,2627
18.497835,73.818224,23850000,Kharadi,3332
12.904208,77.535326,26100000,Hebbal,2819
13.008113,80.256572,12980000,Porur,1249
28.680679,77.238722,15910000,Dwarka,1609
12.979061,77.703153,16710000,Sarjapur Road,1776
22.64659,88.354018,13410000,Rajarhat,1581
18.578688,73.813399,9080000,Hinjawadi,1100
22.900746,72.575017,8270000,Bodakdev,1311
18.938907,72.830904,70960000,Bandra West,3420
13.106362,77.464995,8980000,Sarjapur Road,1144
22.500402,88.391751,11950000,Behala,1613
13.003933,77.687435,36970000,HSR Layout,3592
18.635616,73.777105,14660000,Kharadi,1887
22.99827,72.45096,8260000,Bodakdev,1640
22.930578,72.415123,10950000,Maninagar,2263
22.583999,88.413305,12420000,Tollygunge,1435
17.31328,78.384507,18340000,Madhapur,2512
12.904625,80.239567,14460000,Sholinganallur,1711
18.594995,73.797094,4930000,Kharadi,703
18.52379,73.934469,51000000,Hinjawadi,5776
19.209547,72.870476,42310000,Thane West,2391
18.576802,73.770469,12580000,Kharadi,1360
22.605245,88.352438,16380000,Tollygunge,2518
12.83973,77.702285,10100000,Indiranagar,1117
23.001936,72.501197,7560000,Thaltej,1661
13.10326,77.607576,39740000,Whitefield,3274
28.50906,77.13761,30620000,Ghaziabad-Indirapuram,3057
18.966783,72.882047,36570000,Powai,2284
17.451986,78.445566,26550000,Banjara Hills,3176
13.094228,77.764348,28570000,Yelahanka,2730
18.572149,73.895787,7880000,Aundh,1030
12.851307,77.544041,21650000,Sarjapur Road,2212
13.196607,80.306273,6260000,Velachery,780
22.965772,72.519885,28130000,Bopal,4255
19.12884,72.86467,8850000,Vile Parle,615
12.890081,77.521401,11830000,Yelahanka,1271
18.521704,73.802094,13080000,Kharadi,1588
13.182429,80.269384,14910000,Adyar,1852
18.571095,73.932883,14830000,Kothrud,1595
18.452855,73.905827,20090000,Wakad,1855
19.041054,72.789324,20940000,Powai,1239
19.095095,72.831397,27980000,Vile Parle,1892
22.539335,88.340875,30020000,Tollygunge,3248
23.141181,72.636806,8180000,Prahlad Nagar,1552
12.958674,80.314669,21040000,T Nagar,2597
17.454855,78.521786,5430000,Kondapur,661
18.610484,73.935808,28310000,Kharadi,2601
22.478778,88.345096,11670000,Behala,1567
13.107676,80.265296,5470000,T Nagar,696
13.052901,77.608222,19780000,Banashankari,2359
28.327889,77.35758,9960000,Gurugram-DLF Phase 3,1055
12.909863,80.329236,4840000,Adyar,552
13.182319,80.160451,48440000,Anna Nagar,4211
28.348773,77.303755,22000000,Ghaziabad-Indirapuram,2586
17.340579,78.47255,34220000,Kondapur,4958
23.050108,72.481766,7910000,Maninagar,1789
22.530385,88.481638,13520000,Tollygunge,1911
22.455725,88.477284,15380000,Tollygunge,1924
17.466345,78.477677,33490000,Jubilee Hills,3570
13.065812,77.665699,14650000,Marathahalli,1810
17.305913,78.388397,23000000,Kondapur,2720
28.340849,77.427148,14720000,Noida-Sector 76,1536
23.058247,72.430123,8670000,Bopal,1582
13.037611,77.606719,33900000,Hebbal,3888
22.508749,88.315288,7030000,Behala,1085
13.042442,80.186086,20250000,Sholinganallur,1931
23.136047,72.447735,10290000,Thaltej,1862
12.865655,77.647343,9320000,Hebbal,1078
13.138905,80.24959,53630000,Anna Nagar,5611
22.478669,88.481203,26550000,Behala,3898
22.987203,72.658282,4850000,Bodakdev,1173
17.473181,78.361674,3540000,Manikonda,521
13.18565,80.160712,17190000,Sholinganallur,1893
19.138949,72.835355,7650000,Vile Parle,581
18.938347,72.898431,28150000,Andheri West,1698
23.130494,72.589614,13120000,Bopal,2456
22.631121,88.331749,17510000,Salt Lake,1937
22.919077,72.605201,7170000,Bopal,1626
13.006871,77.643161,12760000,Whitefield,1251
13.030911,80.253632,19680000,Porur,2356
13.111833,80.33471,15630000,T Nagar,1538
18.530124,73.888041,34910000,Hinjawadi,3813
12.993566,80.271989,11750000,Velachery,1448
22.603502,88.38525,9390000,Jadavpur,1136
22.607893,88.36658,5910000,Jadavpur,862
18.46986,73.812141,26510000,Kothrud,2602
12.81065,77.652387,14540000,Marathahalli,1563
19.243819,72.850588,43370000,Thane West,2583
22.961531,72.637148,11260000,Thaltej,2449
13.011529,80.263174,20900000,Velachery,1996
28.455728,77.218501,14520000,Gurugram-DLF Phase 3,1640
28.407876,77.437628,16080000,Noida-Sector 76,1830
12.999154,80.212898,5200000,Sholinganallur,735
28.761871,77.019295,9520000,Faridabad-Sector 21,985
17.371159,78.316732,16150000,Banjara Hills,1956
22.563761,88.404077,9990000,Salt Lake,1560
18.556857,73.92505,10980000,Kharadi,1211
18.980366,72.791245,23320000,Vile Parle,1593
19.113921,72.788859,28260000,Bandra West,1870
18.552021,73.937886,30110000,Hinjawadi,2542
23.130535,72.633041,11960000,Prahlad Nagar,1866
18.567082,73.930402,10030000,Baner,1243
22.593229,88.428499,16300000,Jadavpur,1746
18.602385,73.884122,21850000,Kharadi,2671
18.928262,72.756055,20410000,Mulund,1299
18.614621,73.878152,19430000,Baner,2171
22.937276,72.418782,10920000,Maninagar,1731
17.274053,78.343131,24300000,Kukatpally,3168
19.28682,72.834727,30850000,Bandra West,1833
18.546822,73.88873,17510000,Kothrud,1926
13.187165,80.234377,20640000,Anna Nagar,2032
23.026368,72.617334,5740000,Bodakdev,1225
18.596551,73.821982,15060000,Wakad,1781
13.061489,80.232662,3450000,T Nagar,451
19.114618,72.905986,22840000,Thane West,1458
17.380107,78.506029,11960000,Banjara Hills,1706
22.935346,72.528784,8250000,Maninagar,1516
22.553144,88.47455,18300000,Jadavpur,2446
22.610339,88.414362,21660000,Tollygunge,2851
23.071709,72.573372,11070000,Vastrapur,1883
19.00507,72.895911,39030000,Bandra West,2623
28.72895,77.45596,50160000,Ghaziabad-Indirapuram,3964
28.538148,77.319727,15980000,Noida-Sector 62,1656
13.074266,80.176154,30150000,Adyar,3729
23.004212,72.521023,2660000,Prahlad Nagar,588
22.540819,88.493326,21840000,Jadavpur,2362
13.039743,77.526941,7310000,Indiranagar,1045
13.0646,80.196739,5980000,Velachery,767
28.38024,77.002096,13280000,Noida-Sector 62,1742
18.515761,73.767266,17750000,Hinjawadi,2005
28.606511,77.065653,9840000,Noida-Sector 62,1054
23.045605,72.607172,7500000,Bopal,1534
13.032049,77.582181,13670000,Hebbal,1242
18.567028,73.802073,14810000,Kothrud,1471
22.593003,88.422013,20470000,New Town,2421
13.119623,77.515669,28180000,Marathahalli,3475
22.48353,88.425482,22390000,New Town,2771
17.456775,78.57959,18130000,Kukatpally,2306
13.001475,80.222678,8140000,Sholinganallur,1064
13.129735,80.342002,21780000,OMR,2425
23.056916,72.487118,4230000,Bopal,693
13.08471,77.741665,10520000,Banashankari,1246
17.417167,78.488891,14120000,Manikonda,1860
12.843445,77.787425,20750000,Indiranagar,2305
13.154175,80.175299,47010000,T Nagar,5130
18.90064,72.751602,32140000,Mulund,1773
18.934765,72.810527,21960000,Goregaon East,1565
19.16398,72.895035,33670000,Mulund,2290
28.307267,77.139928,13520000,Noida-Sector 62,1858
19.091737,72.921102,20590000,Thane West,1368
13.121705,80.309244,16190000,Porur,1803
22.460969,88.440691,13140000,Jadavpur,1655
28.694699,77.045514,27940000,Gurugram-Sector 56,2806
18.515807,73.810918,57300000,Aundh,6005
17.423761,78.464914,18120000,Manikonda,2117
17.313931,78.505158,15020000,Kondapur,1637
13.057916,80.166734,10730000,Velachery,1174
18.615328,73.760636,9460000,Kharadi,1148
23.028146,72.605924,11170000,Bodakdev,2290
13.066086,77.558197,33930000,Whitefield,3787
12.824687,77.451454,12600000,Sarjapur Road,1351
22.977272,72.626811,5870000,Prahlad Nagar,1002
17.486005,78.472789,11870000,Kondapur,1723
18.47807,73.937439,24980000,Kharadi,2574
13.125552,80.313825,17380000,Porur,1614
22.983207,72.400121,10830000,Bodakdev,1755
23.067942,72.542504,8500000,Maninagar,1831
19.272808,72.758188,18050000,Powai,1064
19.234523,72.913111,36140000,Vile Parle,2163
19.162121,72.806662,17140000,Bandra West,1198
18.937069,72.757927,32190000,Powai,2303
13.012312,80.239765,10940000,T Nagar,1376
28.758287,77.152266,23020000,Ghaziabad-Indirapuram,2191
12.941264,80.263564,20820000,OMR,3017
28.333657,77.222129,13810000,Noida-Sector 62,1781
19.20876,72.819228,39270000,Vile Parle,3094
19.055063,72.765569,12000000,Goregaon East,706
28.427008,77.484256,9970000,Noida-Sector 62,1262
28.369105,77.488298,40200000,Gurugram-DLF Phase 3,3176
17.427076,78.44991,4840000,Banjara Hills,750
22.969722,72.497412,25360000,Prahlad Nagar,3566
13.126093,77.732814,10450000,Sarjapur Road,995
17.52694,78.530508,17730000,Manikonda,2307
17.297194,78.541298,4040000,Jubilee Hills,572
22.958833,72.634374,7530000,Thaltej,1576
17.271943,78.323192,13290000,Kondapur,1225
28.748464,77.26831,21320000,Gurugram-DLF Phase 3,1811
22.588999,88.369894,32290000,Behala,3500
18.906897,72.844941,16150000,Goregaon East,1152
12.905699,80.220299,49310000,Sholinganallur,5094
17.481697,78.438278,10020000,Kondapur,1561
17.386071,78.319718,8460000,Jubilee Hills,1063
22.551087,88.423248,12230000,Tollygunge,1603
12.833056,77.690115,22640000,Whitefield,1885
12.929061,80.321349,16800000,Velachery,1970
18.583094,73.773841,35170000,Kothrud,3018
18.567754,73.801053,14980000,Kothrud,1931
13.022343,77.710523,14590000,Sarjapur Road,2090
18.573394,73.773636,19230000,Kothrud,1901
19.1924,72.906068,53990000,Goregaon East,3142
19.124183,72.783491,21350000,Mulund,1485
18.50872,73.765747,16590000,Baner,2459
12.925011,80.292669,20830000,Anna Nagar,2433
22.927246,72.677043,13350000,Maninagar,2077
22.496539,88.382414,12080000,Salt Lake,1288
13.127776,77.546147,16690000,Yelahanka,1704
17.320657,78.454934,29590000,Gachibowli,2769
28.7419,77.156565,15670000,Gurugram-DLF Phase 3,1753
18.499447,73.836354,19920000,Baner,2144
23.030796,72.655982,7100000,Prahlad Nagar,1267
13.108978,80.238556,9220000,Anna Nagar,1140
13.123167,80.283761,8220000,T Nagar,912
18.621067,73.851743,19190000,Baner,1939
12.805411,77.685398,35810000,Whitefield,4937
28.352901,77.108295,18120000,Noida-Sector 62,1875
23.001439,72.649847,18170000,Prahlad Nagar,3129
19.1686,72.881005,24630000,Navi Mumbai-Kharghar,1695
28.35511,77.295144,19780000,Noida-Sector 62,2776
22.648243,88.448894,12960000,Rajarhat,1536
13.073733,80.330599,15040000,OMR,1713
23.011739,72.400874,11940000,Prahlad Nagar,2219
19.045728,72.918447,40310000,Mulund,2390
19.085694,72.834764,40480000,Powai,2659
18.549391,73.786725,13820000,Baner,1760
23.098539,72.692847,9790000,Thaltej,1840
28.698715,77.152906,21690000,Gurugram-Sector 56,2576
28.74111,76.94934,13230000,Noida-Sector 62,1426
28.769197,77.233329,30530000,Gurugram-Sector 56,3476
13.039905,80.16913,47230000,Porur,5262
13.168652,80.297374,18020000,Porur,1822
22.540021,88.380484,42480000,Jadavpur,3629
18.576111,73.775137,31550000,Kothrud,3453
23.110466,72.507495,2680000,Prahlad Nagar,599
28.685603,77.105499,17120000,Gurugram-DLF Phase 3,1724
18.58993,73.785425,20960000,Viman Nagar,2682
17.488192,78.43242,5210000,Madhapur,701
18.905262,72.797246,33930000,Bandra West,1934
18.531907,73.915118,19020000,Viman Nagar,2467
17.54916,78.510421,14000000,Jubilee Hills,1849
18.581721,73.787057,36140000,Kharadi,4041
17.535744,78.526391,16120000,Kukatpally,1708
22.643556,88.44617,10900000,Tollygunge,1288
22.62499,88.431758,38350000,Tollygunge,3989
18.643566,73.802055,30430000,Baner,2947
13.132341,80.269274,31860000,Velachery,3592
18.641475,73.911024,5290000,Aundh,761
19.081344,72.811101,25350000,Thane West,1666
23.07348,72.449075,14530000,Satellite,2572
19.040162,72.866434,27130000,Goregaon East,1754
23.123921,72.589894,5440000,Satellite,1119
22.931946,72.56428,11480000,Bodakdev,2392
18.600864,73.947298,16720000,Wakad,1795
28.471618,77.309741,32500000,Noida-Sector 76,3331
28.477864,77.211286,47340000,Gurugram-DLF Phase 3,4295
22.92995,72.622941,7240000,Satellite,1824
18.627984,73.840659,26280000,Hinjawadi,2725
18.45365,73.911789,14410000,Kothrud,1828
28.591653,77.424855,21570000,Noida-Sector 76,2277
13.014315,77.638229,7210000,Whitefield,749
18.546959,73.931265,20320000,Aundh,2244
13.121489,77.565977,8300000,Indiranagar,1013
18.467078,73.75257,16470000,Kharadi,1967
17.480617,78.573655,12900000,Gachibowli,1740
13.141849,77.661775,11850000,Electronic City,1385
13.139097,80.304553,75960000,Adyar,6505
22.483898,88.449148,8030000,Jadavpur,1009
12.831915,77.649493,15240000,Indiranagar,1718
12.854777,77.717851,21020000,Whitefield,1979
22.571777,88.41567,12840000,Rajarhat,1766
12.894951,77.512861,28520000,Indiranagar,2486
18.571246,73.766077,26300000,Aundh,3468
17.262944,78.421398,43340000,Banjara Hills,5948
18.620708,73.891205,23760000,Viman Nagar,2321
18.915628,72.94509,25110000,Bandra West,1636
28.684436,76.920979,14220000,Gurugram-DLF Phase 3,1938
23.103246,72.572169,40550000,Prahlad Nagar,5938
19.264068,72.803066,17570000,Powai,1073
28.736201,77.015604,13080000,Noida-Sector 62,1460
22.466797,88.414472,43310000,Tollygunge,6088
17.260167,78.422175,33560000,Jubilee Hills,3378
19.295748,72.916641,18020000,Goregaon East,1117
22.5617,88.331197,11240000,Salt Lake,1727
13.075446,80.171024,5620000,Velachery,721
28.495075,77.111001,24620000,Dwarka,2791
13.106715,80.186325,24190000,Porur,2706
19.290593,72.821208,35370000,Thane West,2620
22.512649,88.363369,29440000,Jadavpur,3575
19.249275,72.787224,6500000,Goregaon East,456
22.640022,88.37309,5390000,New Town,728
22.556908,88.470175,28520000,Behala,3184
23.089386,72.662268,6930000,Thaltej,1466
23.149328,72.699261,7940000,Vastrapur,1321
28.763904,77.432117,9440000,Gurugram-DLF Phase 3,1150
12.994162,80.295515,5550000,Sholinganallur,785
13.00354,77.755092,12350000,Sarjapur Road,1511
22.988342,72.693168,7530000,Prahlad Nagar,1594
28.513452,77.144972,27630000,Ghaziabad-Indirapuram,3070
17.275214,78.520065,20560000,Banjara Hills,2722
18.600306,73.765449,10570000,Wakad,1180
18.586698,73.794756,6300000,Hinjawadi,713
13.13221,80.297464,23150000,T Nagar,2515
13.013874,80.220034,5240000,Velachery,648
19.127487,72.800995,40260000,Powai,2747
19.128264,72.791709,36720000,Goregaon East,2554
17.457081,78.311793,5110000,Madhapur,598
13.053063,77.770407,3990000,HSR Layout,453
22.570385,88.315656,7910000,Rajarhat,1172
13.166625,80.234121,11540000,Porur,1383
13.168469,80.319879,19600000,Velachery,1527
28.635172,77.013886,27010000,Noida-Sector 62,2429
13.040564,80.306817,62900000,Velachery,5172
19.268352,72.877092,39510000,Bandra West,1990
23.109924,72.666912,11120000,Bodakdev,2210
28.730093,77.161985,15760000,Gurugram-DLF Phase 3,1749
13.026215,80.209019,57880000,T Nagar,4962
12.955129,77.51854,17270000,Hebbal,1752
22.598606,88.379241,11660000,Jadavpur,1540
18.538257,73.798319,5450000,Viman Nagar,730
22.577809,88.337008,18130000,New Town,2371
13.047362,80.279993,16600000,Velachery,1840
22.508544,88.344098,24190000,Salt Lake,3031
